"in_yougov_data","log_smoothed_perc_dem_rt","log_smoothed_perc_rep_rt","log_smoothed_perc_dem_reply","log_smoothed_perc_rep_reply"
FALSE,-7.57356886262062,-8.56500618124449,-8.80223427953693,-9.64256506071477
FALSE,-10.411672191971,-10.1125686899605,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-9.93024713316655,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-9.85020442549302,-10.411672191971,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.411672191971,-9.93024713316655,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.411672191971,-10.1125686899605
FALSE,-10.593993748765,-9.58194043889834,-10.411672191971,-10.1125686899605
FALSE,-10.411672191971,-9.93024713316655,-10.4986835689607,-10.0172585101562
FALSE,-10.593993748765,-9.85020442549302,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.593993748765,-9.93024713316655
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-9.93024713316655,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.77609645333929,-10.4986835689607,-10.1125686899605
FALSE,-10.4986835689607,-9.85020442549302,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.411672191971,-10.1125686899605,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-10.0172585101562,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-10.0172585101562,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.4986835689607,-10.1125686899605
FALSE,-10.411672191971,-9.70710358185234,-10.3316294842975,-10.0172585101562
FALSE,-10.4986835689607,-10.1125686899605,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.593993748765,-10.1125686899605
FALSE,-10.411672191971,-9.70710358185234,-10.4986835689607,-10.1125686899605
FALSE,-10.4986835689607,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-9.93024713316655,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.4986835689607,-10.0172585101562
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-9.93024713316655,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-9.93024713316655
FALSE,-10.593993748765,-9.58194043889834,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-9.93024713316655,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.4986835689607,-10.0172585101562
FALSE,-10.593993748765,-9.85020442549302,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-10.1125686899605,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-9.85020442549302,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.4986835689607,-10.0172585101562
FALSE,-10.593993748765,-10.0172585101562,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.4986835689607,-10.1125686899605
FALSE,-10.4986835689607,-9.77609645333929,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.4986835689607,-10.1125686899605
FALSE,-10.4986835689607,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.64256506071477,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-9.93024713316655
FALSE,-10.4986835689607,-9.93024713316655,-10.3316294842975,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.411672191971,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-10.1125686899605,-10.3316294842975,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-10.1125686899605,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-10.1125686899605,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.4986835689607,-10.0172585101562
FALSE,-10.4986835689607,-10.1125686899605,-10.593993748765,-10.0172585101562
FALSE,-10.4986835689607,-10.1125686899605,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.4986835689607,-10.0172585101562
FALSE,-10.4986835689607,-10.1125686899605,-10.593993748765,-10.1125686899605
FALSE,-9.80553638840071,-9.93024713316655,-10.4986835689607,-10.0172585101562
FALSE,-10.4986835689607,-9.77609645333929,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.4986835689607,-10.1125686899605
FALSE,-9.20769938764509,-9.70710358185234,-10.411672191971,-10.0172585101562
FALSE,-9.46259163727388,-9.64256506071477,-10.1885286406568,-10.0172585101562
FALSE,-10.411672191971,-10.1125686899605,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-9.85020442549302,-10.3316294842975,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.411672191971,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.593993748765,-10.0172585101562
FALSE,-9.80553638840071,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.3316294842975,-9.93024713316655,-10.4986835689607,-10.1125686899605
FALSE,-10.4986835689607,-10.1125686899605,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.3316294842975,-10.0172585101562,-10.4986835689607,-10.0172585101562
FALSE,-10.593993748765,-10.1125686899605,-10.593993748765,-10.0172585101562
FALSE,-10.411672191971,-10.1125686899605,-10.411672191971,-10.0172585101562
FALSE,-10.593993748765,-10.1125686899605,-10.411672191971,-10.1125686899605
FALSE,-10.411672191971,-9.85020442549302,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-9.32411132959624,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-10.0172585101562,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-9.85020442549302,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-10.1125686899605,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-9.77609645333929,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.0172585101562
FALSE,-10.4986835689607,-9.70710358185234,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-10.1125686899605,-10.593993748765,-9.93024713316655
FALSE,-10.4986835689607,-10.1125686899605,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-10.0172585101562,-10.4986835689607,-10.1125686899605
FALSE,-10.4986835689607,-9.77609645333929,-10.593993748765,-10.0172585101562
FALSE,-10.411672191971,-9.77609645333929,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.77609645333929,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-9.93024713316655,-10.4986835689607,-10.1125686899605
FALSE,-10.1885286406568,-9.70710358185234,-10.411672191971,-10.0172585101562
FALSE,-10.411672191971,-10.1125686899605,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.4986835689607,-10.1125686899605
FALSE,-10.4986835689607,-10.1125686899605,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-10.1125686899605,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.85020442549302,-10.4986835689607,-10.1125686899605
FALSE,-10.4986835689607,-9.93024713316655,-10.4986835689607,-10.1125686899605
FALSE,-10.411672191971,-10.0172585101562,-10.4986835689607,-9.93024713316655
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.3316294842975,-10.1125686899605,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-9.77609645333929,-10.4986835689607,-10.1125686899605
FALSE,-10.4986835689607,-9.58194043889834,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-9.85020442549302,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-9.64256506071477,-10.593993748765,-9.93024713316655
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.3316294842975,-9.52478202505839,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.85020442549302,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.77609645333929,-10.4986835689607,-10.0172585101562
FALSE,-10.4986835689607,-10.0172585101562,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-10.1125686899605,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.0172585101562
FALSE,-10.4986835689607,-10.0172585101562,-10.4986835689607,-10.1125686899605
FALSE,-10.411672191971,-10.0172585101562,-10.411672191971,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.58194043889834,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-9.70710358185234,-10.593993748765,-10.0172585101562
FALSE,-10.4986835689607,-9.93024713316655,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.4986835689607,-10.1125686899605
FALSE,-10.4986835689607,-10.0172585101562,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.4986835689607,-10.0172585101562
FALSE,-10.4986835689607,-10.1125686899605,-10.593993748765,-10.1125686899605
FALSE,-10.411672191971,-10.0172585101562,-10.411672191971,-10.0172585101562
FALSE,-10.4986835689607,-10.1125686899605,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.593993748765,-9.93024713316655
FALSE,-10.593993748765,-10.0172585101562,-10.4986835689607,-10.0172585101562
FALSE,-10.593993748765,-9.85020442549302,-10.593993748765,-10.1125686899605
FALSE,-9.52928301177256,-9.77609645333929,-10.0633654977028,-9.93024713316655
FALSE,-10.593993748765,-9.85020442549302,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.0062070838629,-9.93024713316655,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.411672191971,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.411672191971,-9.93024713316655
FALSE,-10.593993748765,-10.1125686899605,-10.411672191971,-10.1125686899605
FALSE,-10.4986835689607,-10.0172585101562,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.411672191971,-9.85020442549302
FALSE,-10.4986835689607,-9.85020442549302,-10.411672191971,-10.0172585101562
FALSE,-10.593993748765,-10.0172585101562,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.593993748765,-10.0172585101562
FALSE,-10.4986835689607,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-9.40007128029255,-9.19627795808635,-10.0062070838629,-9.93024713316655
FALSE,-10.593993748765,-10.1125686899605,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-9.85020442549302,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-9.77609645333929,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-9.93024713316655
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-9.93024713316655,-10.593993748765,-10.0172585101562
FALSE,-10.4986835689607,-10.1125686899605,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-10.1125686899605,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-9.93024713316655,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-10.1125686899605,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.411672191971,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-9.77609645333929,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-9.85020442549302,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-9.64256506071477,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-9.85020442549302,-10.593993748765,-10.0172585101562
FALSE,-10.411672191971,-9.70710358185234,-10.4986835689607,-10.0172585101562
FALSE,-10.593993748765,-9.93024713316655,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.0172585101562
FALSE,-10.4986835689607,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-9.93024713316655,-10.411672191971,-9.93024713316655
FALSE,-10.593993748765,-9.93024713316655,-10.593993748765,-10.0172585101562
FALSE,-10.4986835689607,-10.0172585101562,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-9.77609645333929,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.593993748765,-10.0172585101562
FALSE,-10.1239901195192,-9.52478202505839,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.4986835689607,-10.1125686899605
FALSE,-10.3316294842975,-9.70710358185234,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.85020442549302,-10.593993748765,-10.1125686899605
FALSE,-9.71852501141109,-10.1125686899605,-10.411672191971,-10.1125686899605
FALSE,-10.593993748765,-9.85020442549302,-10.411672191971,-10.0172585101562
FALSE,-10.593993748765,-9.93024713316655,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-9.70710358185234,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-9.85020442549302,-10.411672191971,-10.0172585101562
FALSE,-10.593993748765,-9.70710358185234,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.70710358185234,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-9.85020442549302,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-9.85020442549302,-10.593993748765,-10.1125686899605
FALSE,-7.25113194411579,-9.0139564012924,-10.3316294842975,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.0172585101562
FALSE,-10.4986835689607,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-9.93024713316655,-10.4986835689607,-10.0172585101562
FALSE,-10.593993748765,-10.1125686899605,-10.4986835689607,-10.1125686899605
FALSE,-10.4986835689607,-10.0172585101562,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-10.1125686899605,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-9.52478202505839,-10.4986835689607,-10.0172585101562
FALSE,-10.411672191971,-9.93024713316655,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.593993748765,-10.0172585101562
FALSE,-10.0062070838629,-9.77609645333929,-10.4986835689607,-9.47071480378811
FALSE,-10.593993748765,-9.85020442549302,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-9.58194043889834,-10.4986835689607,-10.0172585101562
FALSE,-10.593993748765,-9.77609645333929,-10.411672191971,-10.1125686899605
FALSE,-10.4986835689607,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-9.85020442549302,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-9.85020442549302,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-9.47071480378811,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.4986835689607,-10.1125686899605
FALSE,-10.4986835689607,-10.1125686899605,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-10.1125686899605,-10.593993748765,-10.1125686899605
FALSE,-10.411672191971,-9.93024713316655,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.4986835689607,-10.1125686899605
FALSE,-10.411672191971,-9.64256506071477,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-9.70710358185234,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.593993748765,-9.93024713316655
FALSE,-10.593993748765,-9.85020442549302,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.593993748765,-10.0172585101562
FALSE,-10.411672191971,-9.23709995260661,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-10.1125686899605,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.85020442549302,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.37063134523113,-10.4986835689607,-10.0172585101562
FALSE,-10.4986835689607,-9.93024713316655,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-9.77609645333929,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.85020442549302,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-10.1125686899605,-10.4986835689607,-10.1125686899605
FALSE,-10.2575215121438,-9.15705724493307,-10.593993748765,-10.0172585101562
FALSE,-10.4986835689607,-10.0172585101562,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.593993748765,-9.93024713316655
FALSE,-10.4986835689607,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.411672191971,-9.58194043889834,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.4986835689607,-10.1125686899605
FALSE,-10.1885286406568,-9.77609645333929,-10.1885286406568,-10.0172585101562
FALSE,-10.4986835689607,-10.1125686899605,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.85020442549302,-10.4986835689607,-10.0172585101562
FALSE,-10.593993748765,-9.77609645333929,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-10.1125686899605,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-10.1125686899605,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-10.1125686899605,-10.4986835689607,-10.1125686899605
FALSE,-10.1239901195192,-9.77609645333929,-10.4986835689607,-10.0172585101562
FALSE,-10.4986835689607,-9.58194043889834,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.85020442549302,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-9.85020442549302,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.2575215121438,-10.0172585101562
FALSE,-10.593993748765,-9.85020442549302,-10.4986835689607,-10.0172585101562
FALSE,-10.593993748765,-10.1125686899605,-10.411672191971,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.411672191971,-10.1125686899605
FALSE,-10.4986835689607,-10.1125686899605,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-9.93024713316655,-10.4986835689607,-10.1125686899605
FALSE,-10.4986835689607,-9.77609645333929,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.4986835689607,-10.1125686899605
FALSE,-10.593993748765,-9.85020442549302,-10.411672191971,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.4986835689607,-10.0172585101562
FALSE,-10.593993748765,-9.93024713316655,-10.411672191971,-10.1125686899605
FALSE,-10.4986835689607,-9.70710358185234,-10.411672191971,-10.1125686899605
FALSE,-10.411672191971,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.85020442549302,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.593993748765,-10.0172585101562
FALSE,-10.411672191971,-9.70710358185234,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-10.0172585101562,-10.4986835689607,-10.0172585101562
FALSE,-10.4986835689607,-9.64256506071477,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.593993748765,-10.0172585101562
FALSE,-10.1239901195192,-9.70710358185234,-10.3316294842975,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.4986835689607,-10.0172585101562
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.1125686899605,-10.593993748765,-10.0172585101562
FALSE,-10.4986835689607,-9.70710358185234,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.52478202505839,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-9.70710358185234,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.70710358185234,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.593993748765,-10.0172585101562
FALSE,-10.593993748765,-9.93024713316655,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-9.93024713316655,-10.593993748765,-10.1125686899605
FALSE,-10.4986835689607,-9.93024713316655,-10.4986835689607,-10.0172585101562
FALSE,-10.411672191971,-9.93024713316655,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
FALSE,-10.593993748765,-10.0172585101562,-10.4986835689607,-10.1125686899605
