"in_yougov_data","log_smoothed_perc_dem_rt","log_smoothed_perc_rep_rt","log_smoothed_perc_dem_reply","log_smoothed_perc_rep_reply"
TRUE,-10.0633654977028,-7.78042479472492,-9.25899268203264,-9.11931691695022
TRUE,-9.90084656820504,-7.49517285712643,-8.32186786325565,-9.58194043889834
TRUE,-9.46259163727388,-7.33997996772073,-7.39124730582667,-8.48332815023023
TRUE,-9.49538146009687,-6.99020376547315,-7.62357928319528,-8.65395366726099
TRUE,-9.63848230373755,-7.38471586156212,-7.8596262393454,-9.19627795808635
TRUE,-9.49538146009687,-7.49517285712643,-8.72219157186339,-9.64256506071477
TRUE,-9.56437433158383,-7.45230915269465,-8.31161136308846,-8.80423587031033
TRUE,-9.11238920784077,-6.79113627676721,-6.75669428953278,-8.05844495626496
TRUE,-9.52928301177256,-7.12688675226002,-7.91297222005069,-9.0139564012924
TRUE,-9.71852501141109,-7.47351136034525,-9.15890922347566,-9.41942150940056
TRUE,-9.80553638840071,-7.6111327382213,-8.73769575839936,-9.70710358185234
TRUE,-9.46259163727388,-7.09703378911034,-7.92676554218303,-8.46391006437313
TRUE,-9.85205640403561,-7.50987900451612,-8.08439448638661,-9.23709995260661
TRUE,-9.46259163727388,-6.81673182395618,-7.5352866760496,-8.42616973639028
TRUE,-9.37021831714287,-6.92621605679787,-7.27617797604188,-8.42616973639028
TRUE,-9.67770301689083,-7.39127326210828,-7.91297222005069,-8.46391006437313
TRUE,-9.95213986259259,-7.53235186036818,-8.87122715102388,-9.41942150940056
TRUE,-9.67770301689083,-7.45230915269465,-8.36397934860577,-8.65395366726099
TRUE,-9.71852501141109,-7.15246359404967,-7.80898250652665,-8.32080922073245
TRUE,-9.6007419757547,-7.28525506803148,-8.07629727615399,-8.60849129318423
TRUE,-9.85205640403561,-7.6529798481568,-8.32186786325565,-8.88879325833839
TRUE,-9.6007419757547,-7.23900405038072,-8.27160602847476,-8.63096414903629
TRUE,-10.0062070838629,-7.74232494849265,-7.96932515660183,-8.65395366726099
TRUE,-10.1239901195192,-7.74232494849265,-8.70692409973261,-9.2796595670254
TRUE,-9.80553638840071,-7.59487221734952,-8.09255779702577,-9.19627795808635
TRUE,-9.4308429389593,-6.94288310928308,-6.44138027841891,-7.98433698411124
TRUE,-9.49538146009687,-7.16288035490792,-6.65241194109529,-8.18104727835729
TRUE,-9.4308429389593,-6.74872709484212,-6.90261741445246,-7.73302255583033
TRUE,-9.56437433158383,-7.5024988972185,-7.97659791593091,-9.08294927277935
TRUE,-9.85205640403561,-7.59487221734952,-7.96932515660183,-8.91864622148807
FALSE,-9.90084656820504,-8.07134836110087,-8.73769575839936,-9.52478202505839
TRUE,-9.49538146009687,-6.85832572125501,-6.56864205802983,-8.07134836110087
TRUE,-9.08991635198871,-6.57451212558115,-6.54394944543946,-7.73302255583033
FALSE,-10.593993748765,-10.1125686899605,-9.80553638840071,-9.64256506071477
TRUE,-9.56437433158383,-6.83920467980824,-7.07946768179583,-8.28801939790946
TRUE,-9.76108462582988,-7.43842004053398,-8.16919102304669,-8.63096414903629
TRUE,-9.71852501141109,-7.91534411262429,-8.53987001506944,-9.2796595670254
TRUE,-9.80553638840071,-7.56312351903494,-8.46576204291572,-9.41942150940056
TRUE,-9.67770301689083,-7.50987900451612,-8.23313974764696,-9.11931691695022
TRUE,-9.67770301689083,-7.63603028984302,-8.27160602847476,-9.19627795808635
TRUE,-9.67770301689083,-7.5399564597534,-8.08439448638661,-9.2796595670254
TRUE,-9.80553638840071,-7.63603028984302,-8.20523095952989,-8.94941788015483
TRUE,-9.76108462582988,-7.58684004565225,-7.79671241393483,-9.19627795808635
TRUE,-9.52928301177256,-6.99461878368227,-6.84684538652707,-8.0084345356903
TRUE,-9.34123078026962,-7.21665675168873,-7.61846418252851,-8.65395366726099
TRUE,-9.63848230373755,-7.25036780903104,-7.81517447677457,-8.58651238646546
TRUE,-9.67770301689083,-7.34624958073432,-7.67083216804583,-8.72627432884062
TRUE,-9.28566092911481,-7.06804625223708,-7.38315009559405,-8.16665854090519
TRUE,-9.56437433158383,-7.12688675226002,-7.35924457474049,-8.3898020922194
TRUE,-9.40007128029255,-7.30316599459801,-7.23361836162308,-8.58651238646546
TRUE,-9.34123078026962,-7.06329564947849,-7.60327401703454,-8.91864622148807
TRUE,-9.11238920784077,-7.03525642941409,-6.91516463050455,-8.24076651305892
TRUE,-9.63848230373755,-7.5024988972185,-6.88042168206068,-8.40782059772208
TRUE,-9.46259163727388,-7.21665675168873,-6.47333187822551,-8.05844495626496
TRUE,-9.4308429389593,-7.25609848374002,-7.12202729621462,-8.28801939790946
TRUE,-9.85205640403561,-7.31528735513035,-7.12825784596526,-8.83163484449844
TRUE,-9.6007419757547,-7.35890797760624,-7.71479529146695,-8.75159213682491
TRUE,-9.71852501141109,-7.69665491165946,-7.45849953283583,-8.91864622148807
TRUE,-9.25899268203264,-6.95556826881039,-7.58831114435783,-8.70158171625024
TRUE,-9.34123078026962,-6.98580815400011,-6.41347149030183,-8.08442044266822
TRUE,-9.37021831714287,-6.86607769805933,-7.29446002087933,-8.25627069959488
TRUE,-9.63848230373755,-7.31528735513035,-7.38315009559405,-8.67748416467118
TRUE,-10.1239901195192,-8.07134836110087,-7.98392395602298,-9.04785795296808
TRUE,-9.95213986259259,-8.15247390591324,-8.90759479519476,-9.70710358185234
TRUE,-9.85205640403561,-7.27349022645189,-7.22325557458754,-8.50313077752641
TRUE,-9.37021831714287,-7.1787118201246,-6.93299949814058,-8.42616973639028
TRUE,-9.90084656820504,-7.70562358164222,-8.39676917142877,-9.41942150940056
TRUE,-9.56437433158383,-8.03312714828067,-8.03676643739736,-8.94941788015483
FALSE,-10.593993748765,-10.0172585101562,-10.593993748765,-10.1125686899605
TRUE,-9.37021831714287,-6.88176429422703,-7.07649591140667,-8.07134836110087
TRUE,-9.23301719562938,-7.10194780391276,-7.10356523337489,-8.09766566941824
TRUE,-9.52928301177256,-7.23900405038072,-7.60327401703454,-8.67748416467118
TRUE,-9.95213986259259,-8.02070462828211,-8.55277341990535,-9.41942150940056
TRUE,-9.85205640403561,-8.03312714828067,-8.26184985352939,-9.0139564012924
TRUE,-9.90084656820504,-8.11108868975038,-7.67083216804583,-9.23709995260661
TRUE,-9.76108462582988,-7.72380590072541,-8.17807997046394,-8.80423587031033
TRUE,-8.64808359970967,-5.99190681942103,-7.16000654427984,-7.82003393281996
TRUE,-10.0633654977028,-8.1384876639385,-8.72219157186339,-9.64256506071477
TRUE,-9.71852501141109,-7.36529777570502,-8.14298865065266,-8.83163484449844
TRUE,-9.76108462582988,-7.67895533456006,-8.47773823396243,-9.37063134523113
TRUE,-9.67770301689083,-7.43842004053398,-8.09255779702577,-9.23709995260661
TRUE,-9.71852501141109,-7.41120747700909,-8.41924202728082,-9.0139564012924
TRUE,-9.52928301177256,-7.04451575482689,-8.01377691917266,-8.63096414903629
TRUE,-9.67770301689083,-7.44534048337855,-8.26184985352939,-8.88879325833839
TRUE,-9.52928301177256,-7.43154716124622,-8.5658455014727,-9.37063134523113
FALSE,-10.593993748765,-10.1125686899605,-9.37021831714287,-9.85020442549302
TRUE,-9.71852501141109,-7.80998359696646,-8.30145899162444,-9.19627795808635
TRUE,-9.49538146009687,-7.15765841092677,-7.79063336785845,-8.67748416467118
TRUE,-10.0062070838629,-8.07134836110087,-9.0047585436484,-9.85020442549302
TRUE,-9.40007128029255,-7.13195005421656,-7.24408966149038,-8.52333348484393
TRUE,-9.4308429389593,-7.44534048337855,-7.68164308415004,-8.85980572146514
FALSE,-10.593993748765,-10.1125686899605,-10.593993748765,-9.93024713316655
TRUE,-9.95213986259259,-7.78042479472492,-8.67707113658292,-9.58194043889834
TRUE,-10.0062070838629,-7.98433698411124,-9.20769938764509,-9.85020442549302
TRUE,-9.6007419757547,-7.53235186036818,-8.87122715102388,-9.2796595670254
TRUE,-9.90084656820504,-7.6529798481568,-8.43067072310445,-9.0139564012924
TRUE,-9.06793744526994,-6.68830603536736,-6.20573656434047,-7.70562358164222
FALSE,-9.46259163727388,-6.88970084382277,-7.21640623274196,-8.37210251512
FALSE,-9.6007419757547,-7.18404516609997,-7.33205843443634,-8.48332815023023
TRUE,-9.76108462582988,-7.27349022645189,-7.80898250652665,-9.04785795296808
TRUE,-9.6007419757547,-7.25609848374002,-8.17807997046394,-8.88879325833839
TRUE,-9.37021831714287,-6.88970084382277,-7.44554038819333,-8.65395366726099
TRUE,-9.4308429389593,-7.06804625223708,-7.42430816808756,-8.58651238646546
TRUE,-9.90084656820504,-7.72380590072541,-8.98455583633088,-9.85020442549302
TRUE,-9.76108462582988,-7.6111327382213,-8.9453351231776,-9.52478202505839
TRUE,-9.56437433158383,-6.89369286509231,-8.31161136308846,-8.94941788015483
TRUE,-9.40007128029255,-7.21665675168873,-8.23313974764696,-8.83163484449844
TRUE,-9.25899268203264,-6.86997633847499,-7.10968146039232,-8.30427991878124
TRUE,-9.76108462582988,-7.70562358164222,-8.31161136308846,-9.19627795808635
TRUE,-10.593993748765,-10.1125686899605,-8.14298865065266,-9.23709995260661
TRUE,-9.52928301177256,-6.87781951593602,-7.50750711194253,-8.54395277204666
TRUE,-9.63848230373755,-7.0491777679327,-7.75491528525637,-8.65395366726099
TRUE,-9.6007419757547,-7.48790009779735,-8.24261849160151,-9.08294927277935
TRUE,-9.95213986259259,-7.80998359696646,-9.18300677505472,-9.85020442549302
TRUE,-9.6007419757547,-7.21114709587776,-7.48493278990399,-8.52333348484393
TRUE,-9.76108462582988,-7.6111327382213,-7.41593991841704,-8.60849129318423
TRUE,-9.76108462582988,-7.32755744772217,-8.69188622236806,-9.32411132959624
TRUE,-9.85205640403561,-7.71467341716214,-8.81904139785331,-9.58194043889834
TRUE,-9.49538146009687,-6.83165747417285,-7.59327393369995,-8.83163484449844
TRUE,-10.1239901195192,-7.92651741322241,-8.67707113658292,-10.0172585101562
TRUE,-10.1885286406568,-8.07134836110087,-8.90759479519476,-9.85020442549302
TRUE,-9.80553638840071,-7.48790009779735,-9.63848230373755,-9.70710358185234
TRUE,-9.80553638840071,-7.57096669649596,-8.37479026470999,-9.32411132959624
TRUE,-9.28566092911481,-6.67215059514507,-7.10052109099366,-8.04570593048753
TRUE,-9.6007419757547,-7.30316599459801,-8.50212968708659,-9.32411132959624
TRUE,-9.85205640403561,-8.22549904092813,-8.9453351231776,-9.58194043889834
TRUE,-9.67770301689083,-7.5248046547328,-8.41924202728082,-9.19627795808635
TRUE,-9.4308429389593,-7.01247640108227,-7.84672283450949,-8.80423587031033
TRUE,-9.34123078026962,-6.90172503678957,-7.18615182438416,-8.3898020922194
TRUE,-9.37021831714287,-6.99905338075013,-6.6485359672506,-7.98433698411124
FALSE,-9.4308429389593,-6.99905338075013,-7.24058703093918,-8.27201905656302
TRUE,-9.49538146009687,-6.97273607243276,-8.01377691917266,-8.91864622148807
TRUE,-9.46259163727388,-7.38471586156212,-7.05884839459309,-8.33761633904883
FALSE,-10.593993748765,-10.1125686899605,-9.63848230373755,-9.77609645333929
TRUE,-9.63848230373755,-6.87389023779613,-7.76078040470877,-8.63096414903629
TRUE,-9.80553638840071,-7.58684004565225,-8.60611940061064,-9.52478202505839
TRUE,-9.6007419757547,-7.37820118054092,-8.16038039336453,-9.41942150940056
TRUE,-9.06793744526994,-6.85447215193903,-6.23089512397662,-7.58684004565225
TRUE,-9.6007419757547,-6.90982224702219,-7.52130043407487,-8.1384876639385
TRUE,-9.46259163727388,-7.08727761416497,-7.84672283450949,-8.72627432884062
TRUE,-9.52928301177256,-7.31528735513035,-7.96932515660183,-8.52333348484393
TRUE,-9.6007419757547,-7.33374941797009,-7.97659791593091,-8.85980572146514
TRUE,-9.56437433158383,-7.5248046547328,-9.11238920784077,-9.19627795808635
TRUE,-8.9453351231776,-6.6689505924144,-6.58666056353251,-7.5399564597534
