"name","my_party","gender.x","my_race","my_type","occupation","office2","gender.y","type","state.x","district","party.y","senate_class","party.x","branch","nationality","office","office3","rank","state.y","state_house","img1","img2","img3","img4"
"bob kraft",NA,"male","w","business","Businessman",NA,NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic Party]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/8/8e/Robert_Kraft_at_Patriots_at_Raiders_12-14-08.JPG","https://upload.wikimedia.org/wikipedia/commons/3/3d/RobertKraft.jpg","https://upload.wikimedia.org/wikipedia/commons/1/15/Bob_Kraft-George_Bush-Bill_Belichick.jpg",NA
"bobby",NA,"male",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"brad blakeman",NA,"male","w","news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"brad todd",NA,"male","w","news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[United States]]",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/4/4d/Usdollar100front.jpg","https://upload.wikimedia.org/wikipedia/commons/archive/4/4d/20121125073305%21Usdollar100front.jpg","https://upload.wikimedia.org/wikipedia/commons/archive/4/4d/20080523000644%21Usdollar100front.jpg","https://upload.wikimedia.org/wikipedia/commons/archive/4/4d/20070605200537%21Usdollar100front.jpg"
"brandon judd",NA,"male","w","news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"brandon victor dixon",NA,"male","b","celeb","Actor, singer, producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/en/2/28/Padlock-silver-light.svg",NA,NA,NA
"brent bozell",NA,"male","w","media","Writer, president of MRC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"American",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/f/f8/Brent_Bozell_by_Gage_Skidmore.jpg",NA,NA,NA
"brian",NA,"male",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"brian france",NA,"male","w","business",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[Chief executive officer|CEO]] and [[Chair (official)|Chairman]] of [[NASCAR]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/3/3b/Brian_and_wife_Amy_France_December_2012.jpg",NA,NA,NA
"brian kilmeade",NA,"male","w","media","Co-host of ''[[Fox & Friends]]''<br>(Fox News) and <br/>Host of Kilmeade and Friends (Fox News Radio)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/5/51/Brian_Kilmeade.jpg",NA,NA,NA
"brian krzanich",NA,"male","w","business",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"American",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/0/08/Brian_Krzanich.jpg",NA,NA,NA
"brian ross",NA,"male","w","news","[[Broadcast journalism|Television journalist]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/a/a6/Brian_Ross_2007-06-05_001.jpg",NA,NA,NA
"brigitte macron",NA,"female","w","foreign leader","High school teacher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[List of spouses or partners of the President of France|Spouse of the President of France]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/e/e3/Emmanuel_Macron_in_Tallinn_Digital_Summit._Welcome_dinner_hosted_by_HE_Donald_Tusk._Handshake_%2836669381364%29_%28cropped_2%29.jpg","https://upload.wikimedia.org/wikipedia/commons/6/67/Brigitte_Macron_with_Melania_Trump_in_the_White_House_-_2018_%2839892878660%29.jpg","https://upload.wikimedia.org/wikipedia/commons/1/16/Brigitte_Macron_%28July_2017%29.JPG",NA
"brit hume",NA,"male","w","news","Television [[journalist]] and [[political commentator]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[ABC News]] Chief White House Correspondent",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/5/5e/Brit_Hume_and_Chuck_Norris.jpg",NA,NA,NA
"britt slabinski",NA,"male","w","military",NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[United States Navy]]",NA,NA,NA,"[[Master chief petty officer|Master chief]] [[United States Navy SEALs#Special warfare ratings|special warfare operator]]",NA,NA,"https://upload.wikimedia.org/wikipedia/commons/2/24/Britt_Slabinski_180525-A-SS368-007.jpg",NA,NA,NA
"candace owens",NA,"female","b","news","Public speaker, blogger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/3/31/Candace_Owens_by_Gage_Skidmore_2.jpg",NA,NA,NA
"carl cameron",NA,"male","w","media","[[Television personality]], [[journalist]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/6/6b/Carl_Cameron_%2829267850222%29.jpg","https://upload.wikimedia.org/wikipedia/commons/2/21/Carl_Cameron_by_Gage_Skidmore.jpg",NA,NA
"carmen yulín cruz",NA,"female","w","politician",NA,NA,NA,NA,NA,NA,"[[Popular Democratic Party (Puerto Rico)|Popular Democratic]]",NA,NA,NA,NA,"[[List of mayors of San Juan, Puerto Rico|Mayor of San Juan]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/c/ce/Carmen_Yulin_Cruz_campaign_headquarters_in_San_Juan%2C_Puerto_Rico.JPG","https://upload.wikimedia.org/wikipedia/commons/9/99/Carmenyulin.jpg",NA,NA
"catherine herridge",NA,"female","w","news","Journalist, Author",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/6/65/Reporting_on_Guantanamo.jpg",NA,NA,NA
"ceejay metcalf",NA,"male","w","military",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"charles blow",NA,"male","b","news","Journalist, columnist, writer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/f/fa/Charles_blow_2014.jpg",NA,NA,NA
"charles krauthammer",NA,"male","w","news","{{hlist | Political columnist | author | speechwriter | psychiatrist}}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/3/32/Charles_Krauthammer.jpg",NA,NA,NA
"charles lane",NA,"male","w","celeb","Actor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/en/e/eb/Charles_Lane_actor.jpg",NA,NA,NA
"charles mccullough",NA,"male","w","foreign leader",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"charlie",NA,"male",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"charlie kirk",NA,"male","w","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/a/a0/Charlie_Kirk.jpg",NA,NA,NA
"cheri jacobus",NA,"female","w","media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/en/8/8e/Joy_Behar_Say_Anything_Title_Card.jpg",NA,NA,NA
"chris",NA,"male",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chris cuomo",NA,"male","w","news","Television journalist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/d/db/Andrew_Cuomo_2014.jpg","https://upload.wikimedia.org/wikipedia/commons/3/33/GovernorMarioCuomo.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d4/Chris_Cuomo_at_2016_Democratic_National_Convention.jpg",NA
"chris farrell",NA,"male","w","media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chris stirewalt",NA,"male","w","media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg","https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg","https://upload.wikimedia.org/wikipedia/en/f/f2/Edit-clear.svg",NA
"christopher bedford",NA,"male","w","news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg","https://upload.wikimedia.org/wikipedia/en/archive/9/99/20171208221057%21Question_book-new.svg","https://upload.wikimedia.org/wikipedia/en/archive/9/99/20171207131032%21Question_book-new.svg","https://upload.wikimedia.org/wikipedia/en/archive/9/99/20160612140736%21Question_book-new.svg"
"chuck jones",NA,"male","w","politician","Animator, director, producer, screenwriter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/9/9d/Chuck_Jones1.jpg",NA,NA,NA
"chuck todd",NA,"male","w","news","NBC News Political Director<br>Adjunct Professor, [[Johns Hopkins University]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/5/5d/Chuck_Todd_by_Gage_Skidmore%282015%29.jpg","https://upload.wikimedia.org/wikipedia/commons/c/cb/Chuck_Todd_%282797498698%29.jpg",NA,NA
"cindy",NA,"female",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"clare o'connor",NA,"female","w","celeb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"clarence thomas",NA,"male","b","govt",NA,"Chair of the [[Equal Employment Opportunity Commission]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"[[Associate Justice of the Supreme Court of the United States]]","Chair of the [[Equal Employment Opportunity Commission]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/8/88/Virginia_Thomas.JPG","https://upload.wikimedia.org/wikipedia/commons/c/c0/Ronald_Reagan_and_Clarence_Thomas_in_1986.jpg","https://upload.wikimedia.org/wikipedia/commons/5/58/Clarence_Thomas_official_SCOTUS_portrait.jpg","https://upload.wikimedia.org/wikipedia/commons/8/80/Clarence_Thomas%27_signature.svg"
"cokie roberts",NA,"female","w","news","Journalist, Author",NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/a/a1/Cokie_Roberts.jpg",NA,NA,NA
"colin kaepernick",NA,"male","b","sports",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/a/aa/Colin_Kaepernick_in_Super_Bowl_XLVII.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b3/Colin_Kaepernick_in_2013.jpg","https://upload.wikimedia.org/wikipedia/commons/3/3d/Colin_Kaepernick_passing.jpg","https://upload.wikimedia.org/wikipedia/commons/c/cc/Colin_Kaepernick_2010.jpg"
"corey",NA,"male",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dalia grybauskaitė",NA,"female","w","foreign leader",NA,"[[European Commissioner for Education, Culture, Multilingualism and Youth|European Commissioner for Education and Culture]]",NA,NA,NA,NA,"[[Communist Party of the Soviet Union]] {{small|(1983–1989)}} <br> [[Communist Party of Lithuania]] <br> {{small|(1989–1990)}} <br>[[Independent politician|Independent]] {{small|(1990–present)}}",NA,NA,NA,NA,"[[List of rulers of Lithuania|5th President of Lithuania]]","[[European Commissioner for Education, Culture, Multilingualism and Youth|European Commissioner for Education and Culture]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/c/ce/Secretary_Kerry_Meets_With_Lithuanian_President_Dalia_Grybauskait%C4%97_%282%29.jpg","https://upload.wikimedia.org/wikipedia/commons/2/2d/Petro_Poroshenko_and_Dalia_Grybauskait%C4%97_in_Kiev%2C_December_2016.jpeg","https://upload.wikimedia.org/wikipedia/commons/1/18/Dalia_Grybauskait%C4%97.Signature.svg","https://upload.wikimedia.org/wikipedia/commons/e/ef/Dalia_Grybauskaite_2014_by_Augustas_Didzgalvis.jpg"
"dan",NA,"male",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dan donovan",NA,"male","w","politician",NA,"[[Borough president#Richmond/Staten Island Borough Presidents|Deputy Borough President of Staten Island]]",NA,NA,NA,NA,"[[Republican (United States)|Republican]]",NA,NA,NA,NA,NA,"[[Borough president#Richmond/Staten Island Borough Presidents|Deputy Borough President of Staten Island]]",NA,"[[New York (state)|New York]]",NA,"https://upload.wikimedia.org/wikipedia/commons/8/86/Daniel_Donovan_signature.png","https://upload.wikimedia.org/wikipedia/commons/0/09/Dan_Donovan_official_photo.jpg",NA,NA
"dan henninger",NA,"male","w","news","Journalist",NA,NA,NA,NA,NA,NA,NA,NA,NA,"American",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/en/2/24/Crystal_personal.svg","https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg","https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg",NA
"dan nevins",NA,"male","w","celeb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/en/4/48/Folder_Hexagonal_Icon.svg","https://upload.wikimedia.org/wikipedia/en/f/fd/Portal-puzzle.svg","https://upload.wikimedia.org/wikipedia/en/f/f2/Edit-clear.svg","https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg"
"dan patrick",NA,"male","w","politician","Sportscaster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/3/33/Dan_Patrick%2C_Tony_Dungy%2C_and_Rodney_Harrison.jpg",NA,NA,NA
"daniel henninger",NA,"male","w","news","Journalist",NA,NA,NA,NA,NA,NA,NA,NA,NA,"American",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/en/2/24/Crystal_personal.svg","https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg","https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg",NA
"danny",NA,"male",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"darrell hammond",NA,"male","w","celeb","Actor, comedian, impressionist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/a/ad/Darrell_Hammond_by_Gage_Skidmore.jpg",NA,NA,NA
"darrell scott",NA,"male",NA,"trump","[[Singer-songwriter]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/0/00/Darrell_Scott_2008.jpg","https://upload.wikimedia.org/wikipedia/commons/7/73/Darrell_Scott_-_Ron_Baker.jpg",NA,NA
"dave weigel",NA,"male","w","news","Journalist, [[blog]]ger",NA,NA,NA,NA,NA,NA,NA,NA,NA,"American",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/c/c7/Dave_Weigel_at_Netroots_Nation_2011.jpg",NA,NA,NA
"david",NA,"male",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"david asman",NA,"male","w","news","Television [[news anchor]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg","https://upload.wikimedia.org/wikipedia/commons/archive/7/73/20161201223606%21Blue_pencil.svg","https://upload.wikimedia.org/wikipedia/commons/archive/7/73/20120912121406%21Blue_pencil.svg",NA
"david brody",NA,"male","w","news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"david brooks",NA,"male","w","news","[[Columnist]], [[Pundit (expert)|pundit]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"American",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/a/a7/Shields_and_Brooks_on_Trump%E2%80%99s_primary_sweep%2C_Clinton%E2%80%99s_%E2%80%98woman%E2%80%99s_card%E2%80%99.webm","https://upload.wikimedia.org/wikipedia/commons/d/dc/PBS-Rehearsal-David_Brooks.jpg","https://upload.wikimedia.org/wikipedia/commons/2/28/DavidBrooks.jpg",NA
"david cay johnston",NA,"male","w","news","Journalist, author",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/f/fa/David_Cay_Johnston_2016.jpg",NA,NA,NA
"david gregory",NA,"male","w","media","Television host",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/a/a4/David_Gregory_new.jpg",NA,NA,NA
"david j. shulkin",NA,"male","w","govt",NA,NA,NA,NA,NA,NA,"[[Independent politician|Independent]]",NA,NA,NA,NA,"9th [[United States Secretary of Veterans Affairs]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/b/b8/David_Shulkin_official_photo.jpg",NA,NA,NA
"david johnson",NA,"male","w","military",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"debbie",NA,"female",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dinesh d’souza",NA,"male","i","media","Political commentator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/b/b1/Dinesh_D%27Souza_by_Gage_Skidmore.jpg","https://upload.wikimedia.org/wikipedia/commons/7/7d/Dinesh_D%27Souza_at_CPAC_in_2013.jpg",NA,NA
"don king",NA,"male","b","celeb","Boxing promoter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/1/1f/King%2C_Don_%282007%29.jpg","https://upload.wikimedia.org/wikipedia/commons/a/aa/RoyJonesDonKing.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6b/Don_king.jpg","https://upload.wikimedia.org/wikipedia/commons/7/7e/Don_King_by_Gage_Skidmore.jpg"
"don lemon",NA,"male","b","news","Journalist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/b/be/Don_Lemon_at_the_2018_Pulitzer_Prizes.jpg",NA,NA,NA
"doug",NA,"male",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"doug parker",NA,"male","w","business",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/3/3f/DougParker.jpg",NA,NA,NA
"dustin johnson",NA,"male","w","sports",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{{USA}}",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/8/86/Dustin_Johnson_2012.jpg","https://upload.wikimedia.org/wikipedia/commons/7/78/Dustin_Johnson_2011.jpg",NA,NA
"edwin jackson",NA,"male","b","sports",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/2/2c/Edwin_Jackson_on_June_23%2C_2012.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6b/Edwin_Jackson_in_2017_%2835040825801%29.jpg","https://upload.wikimedia.org/wikipedia/commons/0/03/Ejackson.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c0/001U7207_Edwin_Jackson.jpg"
"elaine duke",NA,"female","w","trump",NA,"[[Under Secretary of Homeland Security for Management|United States Under Secretary of Homeland Security for Management]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7th [[United States Deputy Secretary of Homeland Security]]","[[Under Secretary of Homeland Security for Management|United States Under Secretary of Homeland Security for Management]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/9/9b/Elaine_Duke_official_photo.jpg",NA,NA,NA
"eli lake",NA,"male","w","news","Journalist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/4/43/Eli_Lake_2009.jpg",NA,NA,NA
"elizabeth beck",NA,"female","a","citizen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elon musk",NA,"male","w","business","[[Entrepreneur]], [[engineer]], and [[investor]]",NA,NA,NA,NA,NA,"[[Independent voter|Independent]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/en/e/ed/Elon_Musk%27s_submarine.jpg","https://upload.wikimedia.org/wikipedia/commons/0/0c/Elon_Musk%2C_Tesla_Factory%2C_Fremont_%28CA%2C_USA%29_%288765031426%29.jpg","https://upload.wikimedia.org/wikipedia/commons/1/19/Elon_Musk_Signature.png","https://upload.wikimedia.org/wikipedia/commons/4/49/Elon_Musk_2015.jpg"
"emmanuel macron",NA,"male","w","foreign leader",NA,"[[French Ministry for the Economy and Finance|Minister of the Economy, Industry and Digital Affairs]]",NA,NA,NA,NA,"[[La République En Marche|En Marche/La République En Marche]] (since 2016)",NA,NA,NA,NA,"[[President of France]]","[[French Ministry for the Economy and Finance|Minister of the Economy, Industry and Digital Affairs]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/f/f7/Emmanuel_Macron_and_Angela_Merkel_%28Frankfurter_Buchmesse_2017%29.jpg","https://upload.wikimedia.org/wikipedia/commons/9/91/Emmanuel_Macron_%2827_ao%C3%BBt_2014%29.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e3/Emmanuel_Macron_in_Tallinn_Digital_Summit._Welcome_dinner_hosted_by_HE_Donald_Tusk._Handshake_%2836669381364%29_%28cropped_2%29.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c0/Emmanuel_Macron_en_meeting_%C3%A0_Besan%C3%A7on_2.png"
"enda kenny",NA,"male","w","foreign leader",NA,NA,NA,NA,NA,NA,"[[Fine Gael]]",NA,NA,NA,"[[Irish people|Irish]]","[[Taoiseach]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/8/8e/Barack_Obama_and_Enda_Kenny_at_Farmleigh.jpg","https://upload.wikimedia.org/wikipedia/commons/5/52/EndaKenny2007FineGael.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f9/Accession_Treaty_2011_Enda_Kenny_signature.svg","https://upload.wikimedia.org/wikipedia/commons/8/87/Enda_Kenny_EPP_2014_%28cropped%29.jpg"
"eric",NA,"male",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"erna solberg",NA,"female","w","foreign leader",NA,"[[Leader of the Opposition]]",NA,NA,NA,NA,"[[Conservative Party (Norway)|Conservative Party]]",NA,NA,NA,"Norwegian","28th [[Prime Minister of Norway]]","[[Leader of the Opposition]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/b/ba/President_Donald_Trump_and_Prime_Minister_Erna_Solberg%3B_January_2018.jpg","https://upload.wikimedia.org/wikipedia/commons/b/bb/Erna_Solberg_at_party_congress_2009.JPG","https://upload.wikimedia.org/wikipedia/commons/d/d0/Erna_Solberg_%28Red_carpet%29_-_Global_Citizen_Festival_Hamburg_04.jpg",NA
"ernie els",NA,"male","w","sports",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{{ZAF}}",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/7/7d/Photo_Ernie_Els_cropped.jpg","https://upload.wikimedia.org/wikipedia/commons/1/14/Ernie_smiling_800.jpg","https://upload.wikimedia.org/wikipedia/commons/4/48/Ernie_checking_shot.JPG","https://upload.wikimedia.org/wikipedia/commons/d/d4/Ernie_Els_3-wood_tee.jpg"
"errol louis",NA,"male","b","news",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/en/3/38/Errol_1997.jpg",NA,NA,NA
"frank bruni",NA,"male","w","news","Op-ed columnist, ''[[The New York Times]]''; former chief restaurant critic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg","https://upload.wikimedia.org/wikipedia/commons/archive/7/73/20161201223606%21Blue_pencil.svg","https://upload.wikimedia.org/wikipedia/commons/archive/7/73/20120912121406%21Blue_pencil.svg",NA
